,status,currency,country_code,Country
1080,abandoned,NGN,null,
1081,failed,NGN,NG,
1082,abandoned,NGN,null,
1083,success,NGN,NG,
1084,success,NGN,NG,
1085,abandoned,NGN,null,
1086,abandoned,NGN,null,
1087,success,USD,US,
1088,success,NGN,NG,
1089,failed,NGN,NG,
1090,success,NGN,NG,
1091,success,NGN,NG,
1092,abandoned,NGN,null,
1093,success,NGN,NG,
1094,abandoned,NGN,null,
1095,success,NGN,NG,
1096,success,NGN,NG,
1097,abandoned,USD,US,
1098,abandoned,NGN,null,
1099,success,NGN,NG,
1100,reversed,NGN,NG,
1101,failed,USD,CA,
1102,success,NGN,NG,
1103,success,NGN,NG,
1104,abandoned,NGN,null,
1105,success,NGN,NG,
1106,success,NGN,NG,
1107,failed,NGN,CA,
1108,abandoned,NGN,NG,
1109,success,NGN,NG,
1110,abandoned,NGN,null,
1111,abandoned,NGN,null,
1112,abandoned,USD,null,
1113,abandoned,NGN,null,
1114,abandoned,NGN,null,
1115,abandoned,NGN,null,
1116,success,NGN,NG,
1117,abandoned,USD,US,
1118,abandoned,NGN,null,
1119,success,NGN,NG,
1120,success,NGN,NG,
1121,failed,NGN,NG,
1122,abandoned,NGN,null,
1123,success,USD,GB,
1124,failed,USD,US,
1125,success,NGN,NG,
1126,failed,NGN,NG,
1127,success,NGN,NG,
1128,abandoned,NGN,null,
1129,abandoned,USD,NG,
1130,abandoned,NGN,null,
1131,abandoned,NGN,null,
1132,abandoned,NGN,null,
1133,success,NGN,NG,
1134,abandoned,NGN,null,
1135,success,NGN,NG,
1136,abandoned,NGN,null,
1137,success,NGN,NG,
1138,success,NGN,NG,
1139,abandoned,NGN,null,
1140,success,NGN,NG,
1141,abandoned,NGN,null,
1142,success,NGN,NG,
1143,abandoned,NGN,null,
1144,abandoned,NGN,null,
1145,success,NGN,NG,
1146,success,USD,GB,
1147,abandoned,NGN,NG,
1148,abandoned,NGN,null,
1149,abandoned,USD,null,
1150,failed,NGN,NG,
1151,success,NGN,NG,
1152,success,NGN,,
1153,success,NGN,NG,
1154,success,NGN,NG,
1155,failed,NGN,NG,
1156,failed,USD,NG,
1157,success,NGN,NG,
1158,success,NGN,NG,
1159,abandoned,NGN,null,
1160,abandoned,NGN,null,
1161,failed,NGN,NG,
1162,success,USD,GB,
1163,success,NGN,NG,
1164,abandoned,NGN,null,
1165,success,NGN,NG,
1166,success,NGN,NG,
1167,failed,NGN,NG,
1168,success,NGN,NG,
1169,failed,NGN,NG,
1170,success,NGN,NG,
1171,abandoned,NGN,NG,
1172,abandoned,NGN,null,
1173,abandoned,NGN,null,
1174,success,NGN,US,
1175,abandoned,NGN,null,
1176,success,NGN,NG,
1177,abandoned,NGN,null,
1178,failed,NGN,NG,
1179,success,USD,US,
1180,success,NGN,NG,
1181,abandoned,NGN,null,
1182,reversed,NGN,NG,
1183,success,USD,GB,
1184,failed,NGN,NG,
1185,failed,NGN,NG,
1186,success,NGN,NG,
1187,abandoned,NGN,NG,
1188,reversed,USD,GH,
1189,success,NGN,NG,
1190,success,NGN,NG,
1191,success,NGN,NG,
1192,success,NGN,NG,
1193,failed,NGN,US,
1194,success,NGN,NG,
1195,success,USD,GB,
1196,abandoned,NGN,null,
1197,abandoned,USD,null,
1198,abandoned,NGN,null,
1199,abandoned,NGN,null,
1200,abandoned,NGN,null,
1201,success,NGN,NG,
1202,reversed,NGN,NG,
1203,abandoned,NGN,null,
1204,failed,NGN,NG,
1205,abandoned,USD,null,
1206,abandoned,NGN,null,
1207,abandoned,NGN,null,
1208,failed,NGN,NG,
1209,failed,NGN,NG,
1210,success,NGN,NG,
1211,success,NGN,NG,
1212,failed,USD,US,
1213,reversed,NGN,NG,
1214,abandoned,NGN,null,
1215,success,NGN,NG,
1216,success,NGN,NG,
1217,success,NGN,NG,
1218,success,NGN,NG,
1219,abandoned,NGN,null,
1220,success,NGN,NG,
1221,abandoned,NGN,null,
1222,failed,NGN,,
1223,failed,NGN,NG,
1224,abandoned,NGN,null,
1225,success,NGN,NG,
1226,abandoned,NGN,NG,
1227,success,NGN,NG,
1228,abandoned,NGN,null,
1229,success,NGN,NG,
1230,success,NGN,NG,
1231,success,USD,US,
1232,success,USD,US,
1233,success,NGN,NG,
1234,success,NGN,NG,
1235,reversed,NGN,US,
1236,success,NGN,NG,
1237,abandoned,USD,null,
1238,abandoned,NGN,null,
1239,success,NGN,NG,
1240,failed,USD,US,
1241,abandoned,NGN,null,
1242,success,NGN,NG,
1243,success,USD,US,
1244,abandoned,NGN,NG,
1245,success,NGN,NG,
1246,abandoned,NGN,null,
1247,success,NGN,NG,
1248,success,NGN,NG,
1249,success,USD,US,
1250,abandoned,NGN,null,
1251,abandoned,USD,null,
1252,success,NGN,NG,
1253,success,NGN,NG,
1254,abandoned,NGN,NG,
1255,failed,NGN,NG,
1256,success,NGN,NG,
1257,abandoned,NGN,null,
1258,success,NGN,NG,
1259,abandoned,NGN,null,
1260,abandoned,NGN,null,
1261,failed,NGN,NG,
1262,abandoned,NGN,null,
1263,abandoned,NGN,null,
1264,abandoned,NGN,null,
1265,abandoned,NGN,null,
1266,failed,NGN,NG,
1267,abandoned,NGN,null,
1268,success,NGN,NG,
1269,failed,USD,US,
1270,success,NGN,NG,
1271,abandoned,NGN,US,
1272,abandoned,NGN,null,
1273,failed,NGN,NG,
1274,success,NGN,NG,
1275,failed,NGN,NG,
1276,success,USD,KE,
1277,abandoned,USD,NG,
1278,failed,NGN,NG,
1279,abandoned,NGN,null,
1280,abandoned,NGN,null,
1281,success,NGN,NG,
1282,success,NGN,NG,
1283,failed,NGN,NG,
1284,abandoned,NGN,NG,
1285,success,NGN,NG,
1286,success,USD,US,
1287,success,NGN,NG,
1288,abandoned,NGN,null,
1289,success,USD,US,
1290,success,NGN,NG,
1291,abandoned,NGN,null,
1292,success,USD,,
1293,success,NGN,NG,
1294,failed,NGN,NG,
1295,abandoned,NGN,null,
1296,abandoned,NGN,null,
1297,failed,NGN,NG,
1298,abandoned,NGN,null,
1299,success,NGN,NG,
1300,abandoned,NGN,null,
1301,success,NGN,NG,
1302,abandoned,NGN,null,
1303,abandoned,NGN,null,
1304,success,NGN,NG,
1305,reversed,NGN,NG,
1306,abandoned,NGN,null,
1307,abandoned,NGN,null,
1308,abandoned,NGN,null,
1309,abandoned,NGN,null,
1310,abandoned,NGN,null,
1311,abandoned,NGN,null,
1312,failed,NGN,NG,
1313,abandoned,NGN,null,
1314,abandoned,NGN,null,
1315,abandoned,USD,US,
1316,failed,NGN,NG,
1317,success,USD,NG,
1318,success,NGN,NG,
1319,abandoned,NGN,null,
1320,success,NGN,NG,
1321,success,NGN,NG,
1322,abandoned,NGN,null,
1323,abandoned,NGN,null,
1324,abandoned,NGN,null,
1325,success,NGN,NG,
1326,abandoned,NGN,NG,
1327,abandoned,NGN,null,
1328,success,NGN,NG,
1329,success,NGN,NG,
1330,success,NGN,NG,
1331,abandoned,NGN,null,
1332,abandoned,NGN,null,
1333,reversed,NGN,NG,
1334,success,NGN,NG,
1335,abandoned,NGN,null,
1336,success,NGN,NG,
1337,success,NGN,NG,
1338,abandoned,NGN,null,
1339,abandoned,USD,US,
1340,abandoned,NGN,null,
1341,success,NGN,NG,
1342,failed,NGN,NG,
1343,abandoned,USD,null,
1344,failed,NGN,NG,
1345,success,NGN,NG,
1346,abandoned,NGN,null,
1347,abandoned,USD,null,
1348,abandoned,NGN,null,
1349,success,NGN,NG,
1350,abandoned,NGN,null,
1351,success,NGN,NG,
1352,abandoned,NGN,null,
1353,abandoned,NGN,null,
1354,abandoned,NGN,null,
1355,success,NGN,NG,
1356,abandoned,NGN,null,
1357,success,NGN,NG,
1358,abandoned,NGN,null,
1359,abandoned,USD,null,
1360,abandoned,NGN,null,
1361,failed,NGN,NG,
1362,success,NGN,NG,
1363,success,NGN,NG,
1364,failed,NGN,NG,
1365,success,NGN,NG,
1366,failed,NGN,null,
1367,abandoned,NGN,null,
1368,failed,NGN,NG,
1369,success,NGN,NG,
1370,success,USD,US,
1371,success,NGN,NG,
1372,abandoned,NGN,null,
1373,failed,USD,US,
1374,failed,NGN,NG,
1375,success,NGN,NG,
1376,success,NGN,NG,
1377,success,NGN,UG,
1378,failed,NGN,NG,
1379,success,NGN,NG,
1380,success,USD,,
1381,abandoned,NGN,null,
1382,success,NGN,NG,
1383,abandoned,NGN,NG,
1384,success,NGN,NG,
1385,abandoned,NGN,null,
1386,success,NGN,NG,
1387,abandoned,NGN,null,
1388,success,NGN,NG,
1389,failed,USD,US,
1390,abandoned,NGN,null,
1391,success,USD,US,
1392,abandoned,NGN,null,
1393,success,NGN,NG,
1394,success,NGN,NG,
1395,abandoned,NGN,null,
1396,abandoned,NGN,NG,
1397,failed,USD,US,
1398,failed,NGN,NG,
1399,success,USD,US,
1400,reversed,NGN,NG,
1401,abandoned,NGN,null,
1402,abandoned,NGN,NG,
1403,success,USD,KE,
1404,abandoned,NGN,null,
1405,abandoned,USD,null,
1406,failed,NGN,NG,
1407,success,NGN,NG,
1408,success,NGN,NG,
1409,failed,NGN,NG,
1410,abandoned,NGN,null,
1411,abandoned,NGN,null,
1412,abandoned,NGN,null,
1413,success,NGN,NG,
1414,failed,NGN,NG,
1415,success,NGN,NG,
1416,abandoned,NGN,NG,
1417,abandoned,NGN,null,
1418,abandoned,USD,US,
1419,failed,USD,US,
1420,abandoned,USD,null,
1421,abandoned,NGN,NG,
1422,failed,NGN,NG,
1423,success,NGN,NG,
1424,abandoned,USD,null,
1425,reversed,NGN,NG,
1426,abandoned,NGN,null,
1427,success,NGN,GB,
1428,abandoned,NGN,null,
1429,abandoned,NGN,null,
1430,failed,NGN,NG,
1431,abandoned,NGN,GB,
1432,reversed,NGN,NG,
1433,success,NGN,NG,
1434,success,NGN,NG,
1435,abandoned,NGN,null,
1436,abandoned,NGN,null,
1437,abandoned,NGN,null,
1438,abandoned,NGN,null,
1439,success,NGN,NG,
1440,success,NGN,NG,
1441,failed,USD,US,
1442,abandoned,NGN,null,
1443,success,USD,NG,
1444,abandoned,NGN,null,
1445,success,NGN,NG,
1446,abandoned,NGN,null,
1447,success,NGN,NG,
1448,success,USD,GB,
1449,success,NGN,NG,
1450,failed,USD,GB,
1451,success,NGN,NG,
1452,success,NGN,NG,
1453,abandoned,NGN,null,
1454,abandoned,NGN,null,
1455,failed,NGN,NG,
1456,success,USD,GB,
1457,success,NGN,NG,
1458,abandoned,NGN,null,
1459,success,USD,GB,
1460,success,NGN,NG,
1461,abandoned,NGN,null,
1462,success,NGN,NG,
1463,success,NGN,NG,
1464,abandoned,USD,null,
1465,failed,NGN,US,
1466,abandoned,NGN,null,
1467,success,NGN,NG,
1468,failed,NGN,NG,
1469,abandoned,NGN,null,
1470,failed,NGN,US,
1471,success,NGN,NG,
1472,abandoned,USD,GB,
1473,abandoned,NGN,null,
1474,success,NGN,NG,
1475,success,NGN,NG,
1476,abandoned,NGN,null,
1477,success,NGN,NG,
1478,reversed,NGN,NG,
1479,abandoned,NGN,null,
1480,success,NGN,NG,
1481,success,NGN,NG,
1482,abandoned,USD,null,
1483,success,NGN,NG,
1484,failed,NGN,NG,
1485,success,NGN,NG,
1486,success,NGN,NG,
1487,failed,USD,US,
1488,abandoned,NGN,null,
1489,success,NGN,NG,
1490,success,NGN,NG,
1491,abandoned,NGN,null,
1492,failed,USD,US,
1493,success,NGN,NG,
1494,success,NGN,NG,
1495,abandoned,NGN,null,
1496,success,NGN,NG,
1497,abandoned,NGN,null,
1498,success,NGN,NG,
1499,success,NGN,NG,
1500,abandoned,NGN,null,
1501,success,NGN,NG,
1502,abandoned,NGN,null,
1503,success,NGN,NG,
1504,abandoned,NGN,null,
1505,abandoned,NGN,null,
1506,success,NGN,NG,
1507,success,NGN,NG,
1508,abandoned,NGN,NG,
1509,abandoned,NGN,NG,
1510,success,NGN,NG,
1511,abandoned,NGN,null,
1512,abandoned,NGN,NG,
1513,success,NGN,NG,
1514,success,NGN,NG,
1515,success,NGN,NG,
1516,success,NGN,NG,
1517,success,NGN,NG,
1518,success,USD,KE,
1519,success,NGN,NG,
1520,failed,USD,NG,
1521,success,NGN,NG,
1522,success,NGN,NG,
1523,success,NGN,NG,
1524,failed,USD,US,
1525,success,NGN,NG,
1526,abandoned,NGN,NG,
1527,abandoned,NGN,null,
1528,abandoned,NGN,null,
1529,failed,USD,US,
1530,abandoned,USD,null,
1531,success,USD,GB,
1532,success,NGN,NG,
1533,abandoned,NGN,null,
1534,abandoned,USD,US,
1535,abandoned,NGN,null,
1536,abandoned,USD,null,
1537,abandoned,NGN,null,
1538,abandoned,NGN,null,
1539,success,NGN,NG,
1540,abandoned,NGN,null,
1541,success,NGN,NG,
1542,success,NGN,NG,
1543,abandoned,NGN,null,
1544,abandoned,NGN,null,
1545,failed,NGN,NG,
1546,abandoned,NGN,null,
1547,success,NGN,NG,
1548,success,NGN,NG,
1549,abandoned,NGN,null,
1550,abandoned,NGN,NG,
1551,success,NGN,NG,
1552,failed,NGN,NG,
1553,reversed,NGN,NG,
1554,abandoned,NGN,null,
1555,success,NGN,NG,
1556,abandoned,NGN,null,
1557,success,NGN,NG,
1558,success,NGN,NG,
1559,success,NGN,NG,
1560,failed,NGN,NG,
1561,abandoned,NGN,null,
1562,abandoned,NGN,null,
1563,success,NGN,NG,
1564,abandoned,NGN,null,
1565,failed,USD,GB,
1566,success,NGN,NG,
1567,abandoned,NGN,null,
1568,failed,NGN,NG,
1569,abandoned,NGN,null,
1570,abandoned,NGN,null,
1571,abandoned,USD,null,
1572,abandoned,USD,US,
1573,success,NGN,NG,
1574,success,NGN,NG,
1575,failed,NGN,NG,
1576,success,NGN,NG,
1577,abandoned,NGN,null,
1578,abandoned,NGN,null,
1579,success,NGN,NG,
1580,success,NGN,GB,
1581,abandoned,NGN,null,
1582,failed,USD,CA,
1583,success,NGN,NG,
1584,abandoned,NGN,null,
1585,success,NGN,NG,
1586,failed,NGN,NG,
1587,success,NGN,NG,
1588,success,NGN,NG,
1589,abandoned,NGN,null,
1590,reversed,NGN,NG,
1591,failed,NGN,GB,
1592,abandoned,USD,null,
1593,abandoned,NGN,null,
1594,abandoned,NGN,null,
1595,success,NGN,NG,
1596,success,NGN,NG,
1597,success,NGN,NG,
1598,abandoned,NGN,NG,
1599,abandoned,NGN,null,
1600,abandoned,NGN,null,
1601,abandoned,USD,null,
1602,abandoned,NGN,null,
1603,failed,NGN,NG,
1604,success,NGN,NG,
1605,success,NGN,NG,
1606,success,NGN,NG,
1607,success,NGN,NG,
1608,abandoned,NGN,null,
1609,abandoned,NGN,null,
1610,abandoned,NGN,null,
1611,abandoned,NGN,null,
1612,success,NGN,NG,
1613,success,NGN,NG,
1614,success,NGN,NG,
1615,success,NGN,NG,
1616,abandoned,USD,US,
1617,abandoned,NGN,null,
1618,abandoned,NGN,null,
1619,abandoned,USD,US,
1620,abandoned,NGN,NG,
1621,success,NGN,NG,
1622,failed,NGN,NG,
1623,abandoned,NGN,null,
1624,success,NGN,NG,
1625,failed,NGN,NG,
1626,failed,USD,GB,
1627,abandoned,NGN,null,
1628,abandoned,NGN,null,
1629,abandoned,NGN,null,
1630,failed,NGN,NG,
1631,success,NGN,GB,
1632,success,NGN,NG,
1633,failed,NGN,US,
1634,abandoned,NGN,null,
1635,abandoned,NGN,null,
1636,abandoned,NGN,null,
1637,abandoned,USD,null,
1638,success,NGN,NG,
1639,abandoned,USD,NG,
1640,success,NGN,NG,
1641,success,NGN,GB,
1642,abandoned,NGN,null,
1643,success,NGN,NG,
1644,abandoned,NGN,null,
1645,success,NGN,NG,
1646,success,NGN,NG,
1647,abandoned,NGN,null,
1648,abandoned,NGN,null,
1649,abandoned,NGN,null,
1650,success,NGN,NG,
1651,abandoned,USD,null,
1652,failed,NGN,GB,
1653,abandoned,NGN,null,
1654,abandoned,USD,null,
1655,success,USD,US,
1656,success,NGN,NG,
1657,success,USD,GB,
1658,abandoned,NGN,null,
1659,abandoned,NGN,null,
1660,failed,NGN,NG,
1661,abandoned,NGN,NG,
1662,abandoned,NGN,null,
1663,failed,NGN,NG,
1664,abandoned,USD,null,
1665,success,NGN,IE,
1666,abandoned,NGN,null,
1667,abandoned,NGN,null,
1668,abandoned,NGN,null,
1669,abandoned,NGN,null,
1670,failed,USD,US,
1671,abandoned,NGN,null,
1672,abandoned,NGN,null,
1673,success,NGN,NG,
1674,abandoned,NGN,null,
1675,abandoned,NGN,null,
1676,abandoned,NGN,NG,
1677,abandoned,NGN,null,
1678,abandoned,USD,null,
1679,failed,NGN,NG,
1680,success,NGN,NG,
1681,success,NGN,NG,
1682,abandoned,NGN,null,
1683,success,NGN,NG,
1684,failed,USD,US,
1685,success,NGN,NG,
1686,failed,NGN,NG,
1687,success,USD,NG,
1688,failed,NGN,NG,
1689,success,NGN,NG,
1690,abandoned,NGN,null,
1691,abandoned,USD,US,
1692,success,NGN,US,
1693,success,NGN,NG,
1694,failed,NGN,NG,
1695,abandoned,NGN,null,
1696,failed,NGN,US,
1697,abandoned,NGN,null,
1698,success,NGN,NG,
1699,abandoned,NGN,null,
1700,abandoned,NGN,null,
1701,success,NGN,NG,
1702,success,NGN,NG,
1703,success,NGN,NG,
1704,success,NGN,NG,
1705,success,NGN,NG,
1706,success,NGN,NG,
1707,success,USD,AE,
1708,abandoned,USD,null,
1709,success,NGN,NG,
1710,success,NGN,NG,
1711,success,NGN,NG,
1712,abandoned,NGN,null,
1713,abandoned,NGN,NG,
1714,success,NGN,NG,
1715,failed,NGN,NG,
1716,success,USD,GB,
1717,success,NGN,NG,
1718,failed,USD,NG,
1719,abandoned,NGN,null,
1720,failed,NGN,NG,
1721,success,NGN,NG,
1722,failed,NGN,NG,
1723,success,NGN,NG,
1724,success,NGN,NG,
1725,abandoned,NGN,null,
1726,success,NGN,NG,
1727,abandoned,NGN,null,
1728,failed,USD,NG,
1729,success,USD,GB,
1730,abandoned,NGN,null,
1731,abandoned,NGN,null,
1732,success,USD,PL,
1733,abandoned,NGN,null,
1734,abandoned,NGN,null,
1735,failed,NGN,NG,
1736,abandoned,USD,null,
1737,success,NGN,NG,
1738,success,NGN,NG,
1739,failed,NGN,US,
1740,abandoned,NGN,null,
1741,abandoned,NGN,null,
1742,abandoned,NGN,null,
1743,abandoned,USD,null,
1744,abandoned,NGN,null,
1745,success,NGN,NG,
1746,abandoned,NGN,null,
1747,success,NGN,NG,
1748,success,NGN,NG,
1749,abandoned,NGN,null,
1750,success,NGN,NG,
1751,success,NGN,NG,
1752,success,NGN,NG,
1753,reversed,NGN,NG,
1754,abandoned,NGN,null,
1755,success,NGN,NG,
1756,abandoned,NGN,null,
1757,success,NGN,NG,
1758,abandoned,NGN,null,
1759,abandoned,NGN,null,
1760,success,NGN,NG,
1761,abandoned,NGN,NG,
1762,success,USD,US,
1763,success,USD,US,
1764,failed,NGN,NG,
1765,abandoned,NGN,null,
1766,abandoned,NGN,null,
1767,abandoned,USD,null,
1768,abandoned,NGN,null,
1769,success,NGN,NG,
1770,abandoned,NGN,null,
1771,success,USD,US,
1772,failed,USD,GB,
1773,failed,NGN,NG,
1774,abandoned,NGN,null,
1775,abandoned,NGN,null,
1776,success,NGN,NG,
1777,success,NGN,NG,
1778,success,NGN,NG,
1779,abandoned,NGN,null,
1780,success,NGN,NG,
1781,abandoned,NGN,NG,
1782,abandoned,NGN,null,
1783,failed,USD,BD,
1784,success,NGN,NG,
1785,abandoned,NGN,NG,
1786,abandoned,NGN,null,
1787,success,NGN,NG,
1788,success,NGN,NG,
1789,success,NGN,NG,
1790,success,NGN,NG,
1791,abandoned,NGN,NG,
1792,success,NGN,NG,
1793,success,NGN,NG,
1794,success,NGN,NG,
1795,failed,NGN,NG,
1796,abandoned,NGN,null,
1797,abandoned,NGN,null,
1798,success,NGN,NG,
1799,abandoned,NGN,null,
1800,abandoned,NGN,null,
1801,success,NGN,NG,
1802,success,NGN,GB,
1803,success,NGN,NG,
1804,abandoned,NGN,NG,
1805,success,USD,GB,
1806,abandoned,NGN,null,
1807,failed,NGN,NG,
1808,failed,USD,US,
1809,abandoned,NGN,null,
1810,success,NGN,NG,
1811,abandoned,NGN,null,
1812,success,NGN,NG,
1813,abandoned,NGN,null,
1814,abandoned,NGN,null,
1815,abandoned,NGN,null,
1816,success,NGN,NG,
1817,success,NGN,NG,
1818,abandoned,NGN,null,
1819,abandoned,USD,null,
1820,abandoned,NGN,null,
1821,failed,NGN,GB,
1822,failed,USD,US,
1823,abandoned,NGN,null,
1824,failed,NGN,GB,
1825,abandoned,USD,US,
1826,abandoned,USD,null,
1827,abandoned,NGN,null,
1828,success,NGN,NG,
1829,abandoned,NGN,GB,
1830,failed,NGN,NG,
1831,success,NGN,NG,
1832,failed,NGN,NG,
1833,abandoned,NGN,null,
1834,abandoned,NGN,null,
1835,success,NGN,NG,
1836,abandoned,NGN,null,
1837,abandoned,USD,null,
1838,abandoned,NGN,null,
1839,success,NGN,NG,
1840,abandoned,NGN,null,
1841,success,NGN,NG,
1842,success,NGN,NG,
1843,reversed,NGN,UG,
1844,abandoned,USD,US,
1845,success,USD,GB,
1846,abandoned,USD,null,
1847,abandoned,NGN,NG,
1848,success,NGN,NG,
1849,success,NGN,NG,
1850,abandoned,NGN,null,
1851,abandoned,NGN,null,
1852,success,NGN,NG,
1853,success,NGN,NG,
1854,success,NGN,NG,
1855,success,NGN,NG,
1856,abandoned,NGN,null,
1857,success,NGN,NG,
1858,abandoned,USD,null,
1859,success,NGN,NG,
1860,abandoned,NGN,null,
1861,success,NGN,NG,
1862,success,NGN,NG,
1863,success,NGN,NG,
1864,success,NGN,NG,
1865,success,NGN,NG,
1866,failed,NGN,null,
1867,abandoned,NGN,null,
1868,success,NGN,NG,
1869,abandoned,NGN,null,
1870,failed,NGN,NG,
1871,failed,NGN,NG,
1872,success,NGN,NG,
1873,success,NGN,NG,
1874,success,NGN,NG,
1875,success,USD,US,
1876,success,NGN,NG,
1877,abandoned,USD,null,
1878,failed,NGN,NG,
1879,failed,NGN,NG,
1880,abandoned,NGN,null,
1881,failed,NGN,NG,
1882,success,NGN,NG,
1883,success,NGN,NG,
1884,success,NGN,NG,
1885,abandoned,USD,null,
1886,abandoned,NGN,null,
1887,failed,NGN,NG,
1888,abandoned,NGN,null,
1889,success,NGN,NG,
1890,abandoned,NGN,null,
1891,abandoned,NGN,null,
1892,success,NGN,NG,
1893,failed,NGN,NG,
1894,abandoned,NGN,null,
1895,abandoned,USD,null,
1896,abandoned,USD,JP,
1897,success,NGN,NG,
1898,success,NGN,NG,
1899,success,NGN,NG,
1900,abandoned,NGN,null,
1901,success,NGN,NG,
1902,success,NGN,NG,
1903,success,NGN,NG,
1904,success,USD,US,
1905,failed,NGN,NG,
1906,failed,NGN,US,
1907,abandoned,NGN,null,
1908,failed,USD,US,
1909,success,NGN,NG,
1910,abandoned,NGN,null,
1911,abandoned,NGN,NG,
1912,success,NGN,NO,
1913,reversed,NGN,NG,
1914,abandoned,NGN,null,
1915,abandoned,NGN,null,
1916,success,NGN,NG,
1917,abandoned,NGN,null,
1918,abandoned,NGN,null,
1919,success,NGN,NG,
1920,success,NGN,US,
1921,abandoned,NGN,null,
1922,success,USD,GB,
1923,failed,NGN,NG,
1924,abandoned,NGN,null,
1925,abandoned,NGN,null,
1926,abandoned,NGN,null,
1927,abandoned,USD,null,
1928,success,NGN,GH,
1929,failed,NGN,NG,
1930,failed,NGN,NG,
1931,success,NGN,NG,
1932,abandoned,NGN,null,
1933,abandoned,NGN,null,
1934,abandoned,NGN,NG,
1935,success,NGN,NG,
1936,abandoned,NGN,null,
1937,success,NGN,NG,
1938,success,NGN,NG,
1939,success,NGN,NG,
1940,success,NGN,NG,
1941,abandoned,NGN,null,
1942,abandoned,NGN,null,
1943,success,NGN,NG,
1944,abandoned,USD,null,
1945,abandoned,NGN,null,
1946,success,NGN,NG,
1947,abandoned,NGN,null,
1948,failed,NGN,NG,
1949,success,NGN,NG,
1950,success,NGN,NG,
1951,success,NGN,NG,
1952,abandoned,NGN,null,
1953,success,NGN,NG,
1954,abandoned,NGN,null,
1955,success,NGN,NG,
1956,success,NGN,NG,
1957,success,NGN,NG,
1958,abandoned,NGN,null,
1959,abandoned,NGN,null,
1960,success,NGN,NG,
1961,success,NGN,NG,
1962,success,NGN,NG,
1963,abandoned,NGN,null,
1964,success,NGN,NG,
1965,abandoned,NGN,null,
1966,abandoned,NGN,null,
1967,failed,NGN,CA,
1968,success,NGN,NG,
1969,success,NGN,NG,
1970,success,NGN,NG,
1971,abandoned,USD,null,
1972,failed,NGN,NG,
1973,failed,USD,US,
1974,success,NGN,NG,
1975,abandoned,NGN,null,
1976,failed,NGN,NG,
1977,success,NGN,NG,
1978,abandoned,NGN,NG,
1979,failed,NGN,NG,
1980,abandoned,NGN,null,
1981,failed,USD,US,
1982,abandoned,NGN,null,
1983,success,USD,US,
1984,abandoned,NGN,null,
1985,success,NGN,NG,
1986,failed,NGN,NG,
1987,failed,NGN,NG,
1988,abandoned,NGN,null,
1989,abandoned,NGN,NG,
1990,abandoned,NGN,null,
1991,abandoned,NGN,null,
1992,success,NGN,NG,
1993,failed,NGN,NG,
1994,success,NGN,NG,
1995,success,NGN,NG,
1996,failed,USD,US,
1997,success,NGN,NG,
1998,success,NGN,NG,
1999,abandoned,NGN,null,
2000,success,NGN,NG,
2001,success,NGN,NG,
2002,success,NGN,NG,
2003,success,NGN,NG,
2004,success,NGN,NG,
2005,failed,NGN,NG,
2006,success,NGN,US,
2007,abandoned,NGN,null,
2008,failed,NGN,NG,
2009,abandoned,NGN,null,
2010,abandoned,NGN,NG,
2011,success,NGN,NG,
2012,abandoned,NGN,null,
2013,success,NGN,NG,
2014,abandoned,NGN,null,
2015,success,NGN,NG,
2016,success,NGN,NG,
2017,success,NGN,NG,
2018,success,NGN,NG,
2019,abandoned,USD,null,
2020,failed,NGN,NG,
2021,abandoned,NGN,null,
2022,failed,NGN,NG,
2023,abandoned,NGN,null,
2024,success,NGN,NG,
2025,success,NGN,NG,
2026,success,NGN,NG,
2027,success,NGN,NG,
2028,success,NGN,NG,
2029,abandoned,USD,null,
2030,abandoned,NGN,null,
2031,success,NGN,NG,
2032,abandoned,NGN,null,
2033,success,NGN,NG,
2034,success,NGN,NG,
2035,success,NGN,NG,
2036,success,NGN,NG,
2037,success,USD,NG,
2038,abandoned,NGN,null,
2039,success,NGN,NG,
2040,abandoned,NGN,null,
2041,abandoned,USD,null,
2042,abandoned,NGN,null,
2043,success,NGN,NG,
2044,failed,NGN,NG,
2045,success,NGN,NG,
2046,abandoned,NGN,null,
2047,abandoned,NGN,null,
2048,abandoned,NGN,null,
2049,abandoned,NGN,null,
2050,abandoned,NGN,null,
2051,abandoned,NGN,null,
2052,abandoned,USD,null,
2053,failed,USD,US,
2054,failed,NGN,US,
2055,abandoned,NGN,null,
2056,abandoned,NGN,null,
2057,abandoned,NGN,null,
2058,abandoned,NGN,null,
2059,abandoned,USD,null,
2060,success,NGN,NG,
2061,abandoned,NGN,NG,
2062,success,NGN,,
2063,success,NGN,NG,
2064,failed,NGN,NG,
2065,failed,NGN,NG,
2066,success,NGN,NG,
2067,failed,NGN,NG,
2068,abandoned,NGN,null,
2069,success,NGN,NG,
2070,abandoned,NGN,null,
2071,abandoned,NGN,null,
2072,abandoned,NGN,null,
2073,success,NGN,NG,
2074,success,NGN,NG,
2075,failed,NGN,NG,
2076,abandoned,NGN,null,
2077,abandoned,NGN,null,
2078,abandoned,NGN,null,
2079,success,NGN,NG,
2080,abandoned,NGN,null,
2081,success,NGN,NG,
2082,abandoned,NGN,null,
2083,abandoned,NGN,null,
2084,abandoned,NGN,null,
2085,success,NGN,NG,
2086,abandoned,NGN,null,
2087,success,NGN,NG,
